Test Number,Round Number,Word,Match?,User Response,Reaction Time,Correct,Timestamp
1,1,GREEN,False,False,1.6609082221984863,True,2025-03-12T16:41:21.077593
1,1,RED,False,False,0.8743655681610107,True,2025-03-12T16:41:22.839295
1,1,RED,False,False,0.7556030750274658,True,2025-03-12T16:41:23.814991
1,1,YELLOW,True,True,0.6922543048858643,True,2025-03-12T16:41:24.670815
1,1,BLUE,False,False,0.6679515838623047,True,2025-03-12T16:41:25.462502
1,1,GREEN,False,False,0.788482666015625,True,2025-03-12T16:41:26.230586
1,1,BLUE,False,False,0.9316287040710449,True,2025-03-12T16:41:27.119206
1,1,YELLOW,True,True,0.8197188377380371,True,2025-03-12T16:41:28.151116
1,1,YELLOW,False,False,0.7163794040679932,True,2025-03-12T16:41:29.070578
1,1,GREEN,True,True,0.6914973258972168,True,2025-03-12T16:41:29.886934
1,1,BLUE,False,False,0.8113396167755127,True,2025-03-12T16:41:30.678283
1,1,RED,True,True,0.5879204273223877,True,2025-03-12T16:41:31.590803
1,1,BLUE,False,False,0.5961577892303467,True,2025-03-12T16:41:32.278488
1,1,RED,False,False,0.9229302406311035,True,2025-03-12T16:41:32.974972
1,1,BLUE,True,True,0.9646570682525635,True,2025-03-12T16:41:33.998436
1,1,GREEN,False,False,0.7473082542419434,True,2025-03-12T16:41:35.062533
1,1,RED,True,True,0.9709587097167969,True,2025-03-12T16:41:35.910678
1,1,RED,True,True,0.9957458972930908,True,2025-03-12T16:41:36.983235
1,1,BLUE,True,True,0.8362371921539307,True,2025-03-12T16:41:38.078472
1,1,BLUE,True,True,0.7550995349884033,True,2025-03-12T16:41:39.014955
1,2,RED,True,True,0.7861402034759521,True,2025-03-12T16:41:41.872830
1,2,RED,True,True,0.9400224685668945,True,2025-03-12T16:41:42.758433
1,2,BLUE,True,True,0.6924574375152588,True,2025-03-12T16:41:43.798390
1,2,RED,True,True,0.7076206207275391,True,2025-03-12T16:41:44.590842
1,2,YELLOW,True,True,0.603696346282959,True,2025-03-12T16:41:45.398254
1,2,YELLOW,False,False,0.675309419631958,True,2025-03-12T16:41:46.102378
1,2,RED,True,True,0.6032834053039551,True,2025-03-12T16:41:46.879000
