Test Number,Round Number,Word,Match?,User Response,Reaction Time,Correct,Timestamp
1,1,RED,False,True,1.0982332229614258,False,2025-03-11T23:15:11.175896
1,1,BLUE,True,False,0.0674591064453125,False,2025-03-11T23:15:12.380083
1,1,RED,False,True,0.041159868240356445,False,2025-03-11T23:15:12.550082
1,1,RED,False,False,0.0410459041595459,True,2025-03-11T23:15:12.694083
1,1,BLUE,False,False,0.08418703079223633,True,2025-03-11T23:15:12.837084
1,1,BLUE,False,False,0.04116082191467285,True,2025-03-11T23:15:13.023086
1,1,RED,True,True,0.05124998092651367,True,2025-03-11T23:15:13.167086
1,1,RED,False,False,0.0007758140563964844,True,2025-03-11T23:15:13.320088
1,1,BLUE,True,False,0.001013040542602539,False,2025-03-11T23:15:13.423091
1,1,BLUE,True,True,0.03808879852294922,True,2025-03-11T23:15:13.528093
1,1,BLUE,False,False,0.05315566062927246,True,2025-03-11T23:15:13.670093
1,1,RED,True,False,0.06168508529663086,False,2025-03-11T23:15:13.827092
1,1,RED,False,False,0.05594611167907715,True,2025-03-11T23:15:13.991093
1,1,YELLOW,True,False,0.05968189239501953,False,2025-03-11T23:15:14.150096
1,1,RED,True,True,0.004211902618408203,True,2025-03-11T23:15:14.313098
1,1,BLUE,False,False,0.043087005615234375,True,2025-03-11T23:15:14.419097
1,1,YELLOW,False,True,0.01955890655517578,False,2025-03-11T23:15:14.566096
1,1,RED,False,True,0.12699174880981445,False,2025-03-11T23:15:14.688098
1,1,BLUE,True,False,0.0814061164855957,False,2025-03-11T23:15:14.918101
1,1,GREEN,True,False,0.06756711006164551,False,2025-03-11T23:15:15.103101
1,2,BLUE,False,False,0.002651214599609375,True,2025-03-11T23:15:17.278671
1,2,BLUE,False,True,0.40509867668151855,False,2025-03-11T23:15:17.388141
1,2,BLUE,False,True,0.10432982444763184,False,2025-03-11T23:15:17.898124
1,2,RED,False,False,0.06467604637145996,True,2025-03-11T23:15:18.106124
1,2,GREEN,True,False,0.06333112716674805,False,2025-03-11T23:15:18.274126
1,2,YELLOW,False,False,0.06103706359863281,True,2025-03-11T23:15:18.440124
1,2,YELLOW,False,False,0.08065581321716309,True,2025-03-11T23:15:18.604126
1,2,RED,False,True,0.009430885314941406,False,2025-03-11T23:15:18.788128
1,2,BLUE,False,True,0.10052204132080078,False,2025-03-11T23:15:18.900132
1,2,RED,True,True,0.10076093673706055,True,2025-03-11T23:15:19.103130
1,2,GREEN,True,True,0.12449002265930176,True,2025-03-11T23:15:19.306134
1,2,RED,False,True,0.10636091232299805,False,2025-03-11T23:15:19.533134
1,2,YELLOW,True,False,0.0386049747467041,False,2025-03-11T23:15:19.742136
1,2,GREEN,False,True,0.0437769889831543,False,2025-03-11T23:15:19.884135
1,2,RED,False,False,0.01585698127746582,True,2025-03-11T23:15:20.030136
1,2,GREEN,False,True,0.017683982849121094,False,2025-03-11T23:15:20.148136
1,2,BLUE,True,False,0.006875276565551758,False,2025-03-11T23:15:20.268140
1,2,YELLOW,False,True,0.028015851974487305,False,2025-03-11T23:15:20.378161
1,2,RED,False,False,0.0006723403930664062,True,2025-03-11T23:15:20.513140
1,2,RED,True,True,0.01628708839416504,True,2025-03-11T23:15:20.616167
1,3,YELLOW,True,False,0.004964113235473633,False,2025-03-11T23:15:22.744041
1,3,RED,False,True,0.0011761188507080078,False,2025-03-11T23:15:22.855163
1,3,BLUE,False,False,0.031084060668945312,True,2025-03-11T23:15:22.961169
1,3,YELLOW,False,False,0.05209922790527344,True,2025-03-11T23:15:23.097159
1,3,YELLOW,True,False,0.055998802185058594,False,2025-03-11T23:15:23.252164
1,3,GREEN,True,False,0.04383206367492676,False,2025-03-11T23:15:23.411168
1,3,YELLOW,False,True,0.0007781982421875,False,2025-03-11T23:15:23.558162
1,3,YELLOW,True,False,0.0009829998016357422,False,2025-03-11T23:15:23.662165
1,3,BLUE,False,True,0.0009539127349853516,False,2025-03-11T23:15:23.767189
1,3,GREEN,True,False,0.011523008346557617,False,2025-03-11T23:15:23.874172
1,3,BLUE,True,True,0.0009942054748535156,True,2025-03-11T23:15:23.990169
1,3,RED,False,False,0.0010318756103515625,True,2025-03-11T23:15:24.096168
1,3,GREEN,False,True,0.016113996505737305,False,2025-03-11T23:15:24.201186
1,3,YELLOW,False,False,0.001230001449584961,True,2025-03-11T23:15:24.321190
1,3,GREEN,False,False,0.0009748935699462891,True,2025-03-11T23:15:24.427191
1,3,YELLOW,False,True,0.03669404983520508,False,2025-03-11T23:15:24.534193
1,3,YELLOW,False,False,0.014544248580932617,True,2025-03-11T23:15:24.677173
1,3,YELLOW,False,True,0.04646778106689453,False,2025-03-11T23:15:24.795171
1,3,GREEN,True,False,0.009424209594726562,False,2025-03-11T23:15:24.945176
1,3,BLUE,True,True,0.040366172790527344,True,2025-03-11T23:15:25.058173
1,4,YELLOW,False,False,0.0030519962310791016,True,2025-03-11T23:15:27.206629
1,4,YELLOW,True,False,0.16956090927124023,False,2025-03-11T23:15:27.318214
1,4,RED,True,True,0.0006651878356933594,True,2025-03-11T23:15:27.593196
1,4,YELLOW,True,False,0.0010030269622802734,False,2025-03-11T23:15:27.696200
1,4,GREEN,True,False,0.0015141963958740234,False,2025-03-11T23:15:27.801470
1,4,RED,True,False,0.00874185562133789,False,2025-03-11T23:15:27.908218
1,4,RED,True,False,0.043673038482666016,False,2025-03-11T23:15:28.023220
1,4,RED,True,False,0.043473243713378906,False,2025-03-11T23:15:28.171195
1,4,YELLOW,True,False,0.03838396072387695,False,2025-03-11T23:15:28.317196
1,4,GREEN,True,False,0.0448000431060791,False,2025-03-11T23:15:28.458197
1,4,RED,True,True,0.0006461143493652344,True,2025-03-11T23:15:28.605198
1,4,GREEN,False,False,0.0026428699493408203,True,2025-03-11T23:15:28.708200
1,4,RED,True,True,0.07354283332824707,True,2025-03-11T23:15:28.814222
1,4,GREEN,True,False,0.0005621910095214844,False,2025-03-11T23:15:28.995204
1,4,GREEN,False,False,0.0009629726409912109,True,2025-03-11T23:15:29.097206
1,4,GREEN,True,False,0.0007879734039306641,False,2025-03-11T23:15:29.202224
1,4,GREEN,True,True,0.0011110305786132812,True,2025-03-11T23:15:29.307246
1,4,BLUE,True,False,0.0009419918060302734,False,2025-03-11T23:15:29.413230
1,4,GREEN,False,True,0.010612010955810547,False,2025-03-11T23:15:29.520229
1,4,YELLOW,True,False,0.0010831356048583984,False,2025-03-11T23:15:29.638238
1,5,GREEN,False,True,0.0032231807708740234,False,2025-03-11T23:15:31.750346
1,5,YELLOW,False,False,0.0014657974243164062,True,2025-03-11T23:15:31.861258
