Test Number,Round Number,Word,Match?,User Response,Reaction Time,Correct,Timestamp
1,1,YELLOW,True,True,0.6621615886688232,True,2025-03-12T14:39:25.039377
1,1,BLUE,False,False,0.5618724822998047,True,2025-03-12T14:39:25.802154
1,1,GREEN,True,True,0.6360840797424316,True,2025-03-12T14:39:26.463560
1,1,GREEN,True,True,0.5157952308654785,True,2025-03-12T14:39:27.200271
1,1,BLUE,True,True,0.524000883102417,True,2025-03-12T14:39:27.816259
1,1,BLUE,True,True,0.3803434371948242,True,2025-03-12T14:39:28.439786
1,1,YELLOW,False,False,0.5551977157592773,True,2025-03-12T14:39:28.919639
1,1,YELLOW,False,False,0.6518068313598633,True,2025-03-12T14:39:29.576197
1,1,GREEN,False,False,0.6280086040496826,True,2025-03-12T14:39:30.328120
1,1,RED,True,True,0.5801637172698975,True,2025-03-12T14:39:31.055916
1,1,BLUE,False,False,0.6042327880859375,True,2025-03-12T14:39:31.735645
1,1,GREEN,False,False,0.707587718963623,True,2025-03-12T14:39:32.440442
1,1,BLUE,False,False,0.5316386222839355,True,2025-03-12T14:39:33.247679
1,1,RED,True,True,0.6683075428009033,True,2025-03-12T14:39:33.879844
1,1,BLUE,True,True,0.5799562931060791,True,2025-03-12T14:39:34.648224
1,1,BLUE,True,True,0.5000631809234619,True,2025-03-12T14:39:35.327694
1,1,RED,True,True,0.5872125625610352,True,2025-03-12T14:39:35.927541
1,1,GREEN,False,False,0.4840390682220459,True,2025-03-12T14:39:36.616039
1,1,YELLOW,True,False,0.5875778198242188,False,2025-03-12T14:39:37.200542
1,1,BLUE,False,False,0.7238519191741943,True,2025-03-12T14:39:37.887904
1,2,RED,False,False,0.7465271949768066,True,2025-03-12T14:39:40.714033
1,2,RED,False,False,0.5474700927734375,True,2025-03-12T14:39:41.559518
1,2,BLUE,False,False,0.5393271446228027,True,2025-03-12T14:39:42.208473
1,2,RED,True,True,0.539229154586792,True,2025-03-12T14:39:42.847929
1,2,RED,True,True,0.41138625144958496,True,2025-03-12T14:39:43.488371
1,2,RED,False,False,0.6432895660400391,True,2025-03-12T14:39:43.999525
1,2,GREEN,True,True,0.5713400840759277,True,2025-03-12T14:39:44.743508
1,2,GREEN,False,False,0.7070543766021729,True,2025-03-12T14:39:45.416465
